t,steer,gyro_flu,vx,arm,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
225.96,0.286,-0.1978,-0.39,2,-193,2.498046875,34,14.734375,-150,9.703125,-91,24.84375
225.98,0.304,-0.2875,-0.3695,2,-196,6.52734375,87,13.90625,-155,13.265625,-115,24.84375
226.0,0.352,-0.4699,-0.3091,2,-192,15.3515625,147,14.359375,-164,16.875,-108,24.984375
226.021,0.366,-0.553,-0.274,2,-192,15.3515625,206,13.4140625,-164,16.875,-131,24.4375
226.04,0.398,-0.6852,-0.272,2,-227,18.65625,236,16.4375,-176,18.5625,-112,25.03125
226.06,0.402,-0.8932,-0.2223,2,-227,18.65625,245,18.296875,-184,18.828125,-62,25.03125
226.081,0.402,-1.045,-0.2428,2,-250,17.359375,265,17.234375,-184,18.828125,-80,24.84375
226.1,0.398,-1.1406,-0.2535,2,-261,17.078125,279,16.46875,-198,19.03125,-78,25.09375
226.121,0.398,-1.2166,-0.2496,2,-274,14.90625,292,15.5703125,-196,18.34375,-22,24.40625
226.141,0.392,-1.3226,-0.193,2,-284,15.1875,294,15.3515625,-199,17.78125,-9,24.875
226.161,0.392,-1.4618,-0.2087,2,-306,13.1328125,300,15.1171875,-193,20.328125,-15,24.8125
226.181,0.38,-1.4783,-0.1667,2,-310,14.1171875,316,13.75,-185,18.921875,8,25.015625
226.2,0.362,-1.5134,-0.1648,2,-312,11.5703125,332,10.5234375,-181,19.3125,-7,25.0
226.221,0.31,-1.566,-0.1414,2,-293,12.296875,336,8.2421875,-177,19.90625,-10,25.25
226.24,0.244,-1.5871,-0.1394,2,-287,8.328125,324,5.5703125,-174,16.75,-6,25.171875
226.26,0.21,-1.4579,-0.1394,2,-267,6.0234375,288,6.33203125,-164,13.765625,-2,25.09375
226.28,0.136,-1.3263,-0.1443,2,-244,4.66015625,247,3.896484375,-151,12.2890625,0,23.015625
226.3,0.024,-1.1508,-0.1462,2,-213,2.939453125,204,3.15234375,-141,8.8125,0,19.359375
226.32,0.0,-0.9728,-0.1706,2,-183,0.93896484375,135,3.484375,-127,6.23828125,0,15.3359375
226.34,0.0,-0.7125,-0.1326,2,-151,-0.77392578125,119,-0.369873046875,-104,4.2265625,0,11.4296875
226.36,0.0,-0.4701,-0.1521,2,-78,3.40625,14,1.7841796875,-92,0.32568359375,0,7.23828125
226.38,0.0,-0.1556,-0.0994,2,-70,3.98046875,14,1.7841796875,-46,0.47314453125,0,7.23828125
226.4,0.0,0.1769,-0.0351,2,0,0.3076171875,5,0.2496337890625,-41,0.316162109375,0,0.07196044921875
226.422,0.0,0.2041,-0.0029,2,-4,0.160400390625,-5,1.0078125,8,0.153564453125,-6,-0.5791015625
226.442,0.0,0.11,-0.0429,2,-14,-0.260986328125,-15,0.54052734375,0,0.095947265625,-15,-0.5625
226.46,0.0,-0.0503,-0.0517,2,-10,0.1353759765625,-7,0.55419921875,-13,-0.0660400390625,-10,-0.2413330078125
226.48,0.0,-0.0871,-0.0224,2,-5,0.08831787109375,-1,0.403564453125,-13,0.1016845703125,-5,-0.2105712890625
226.5,0.0,-0.0652,-0.0049,2,-2,0.134765625,-1,0.403564453125,-4,0.125732421875,-5,-0.2105712890625
226.52,0.0,-0.015,0.0,2,-1,0.10205078125,0,0.453857421875,-1,0.1097412109375,-2,0.27978515625
226.541,0.0,0.0084,0.0,2,0,0.2432861328125,-4,4.36328125,0,0.2498779296875,0,4.76171875
226.56,0.0,0.0493,-0.0058,2,-6,3.482421875,-15,4.26171875,0,4.4765625,-16,3.5
226.58,0.0,0.0278,-0.0468,2,-17,5.33984375,-15,4.26171875,0,7.046875,-16,3.5
226.6,0.0,0.0113,-0.041,2,-5,9.0078125,-22,5.20703125,-15,8.2578125,-4,5.71875
226.621,0.0,-0.0511,-0.0673,2,-12,9.9921875,-31,7.12890625,-18,9.6640625,-8,9.1015625
226.641,0.0,-0.0383,-0.1092,2,-23,8.5859375,-34,8.8828125,-31,8.0390625,-24,9.140625
226.661,0.0,0.0092,-0.1277,2,-41,8.7421875,-3,16.015625,-50,8.4140625,-40,9.1484375
226.68,0.0,0.012,-0.1911,2,-55,8.1484375,-30,10.1484375,-64,7.78125,-47,9.484375
226.7,0.0,0.0079,-0.2457,2,-70,8.6484375,-47,11.0,-74,8.7265625,-61,9.671875
226.72,0.0,-0.004,-0.2896,2,-81,8.1171875,-69,7.87109375,-91,6.84765625,-84,6.73828125
226.74,0.0,0.0152,-0.3393,2,-98,6.1015625,-83,7.51171875,-99,6.4140625,-93,7.10546875
226.76,0.0,-0.009,-0.4017,2,-107,3.80078125,-98,4.44921875,-108,4.0859375,-99,4.66015625
226.78,0.0,-0.01,-0.4417,2,-116,3.607421875,-111,3.267578125,-120,2.939453125,-106,3.65625
226.8,0.0,-0.0298,-0.5021,2,-132,2.20703125,-123,2.814453125,-132,2.51953125,-128,2.1796875
226.82,0.0,-0.0186,-0.5226,2,-137,1.3544921875,-132,2.615234375,-136,1.861328125,-131,2.53515625
226.84,0.0,-0.0173,-0.546,2,-142,1.220703125,-139,1.7314453125,-145,1.1279296875,-134,2.541015625
226.86,0.0,-0.0226,-0.5675,2,-146,0.7236328125,-144,0.81787109375,-148,0.390380859375,-144,0.1845703125
226.88,0.0,-0.0127,-0.5723,2,-146,-0.9482421875,-147,0.74658203125,-148,-0.74267578125,-146,0.98779296875
226.9,0.0,-0.0065,-0.5548,2,-144,-2.357421875,-142,-0.27490234375,-137,-0.880859375,-146,-1.240234375
226.92,0.0,-0.0093,-0.5567,2,-141,3.80859375,-145,3.71875,-137,-0.880859375,-148,-3.296875
226.942,0.0,-0.0158,-0.5353,2,-135,5.05078125,-139,4.75,-129,4.03125,-146,-5.046875
226.961,0.0,-0.0349,-0.4622,2,-122,5.78125,-134,5.859375,-80,1.6416015625,-138,5.89453125
226.98,0.0,0.0042,-0.3968,2,-75,-2.978515625,-120,6.140625,-80,1.6416015625,-132,7.52734375
227.0,0.0,-0.0061,-0.4017,2,-88,-1.3310546875,-132,-0.69677734375,-72,-1.3916015625,-120,-3.1015625
227.02,0.0,0.0035,-0.3822,2,-88,-1.2353515625,-115,-1.4345703125,-75,-0.5849609375,-114,-2.986328125
227.04,0.0,-0.0204,-0.3832,2,-78,-1.126953125,-114,-1.162109375,-93,-0.66015625,-108,-2.6953125
227.06,0.0,-0.0036,-0.3773,2,-94,-1.1201171875,-103,-1.0966796875,-88,-0.92041015625,-102,-2.947265625
227.08,0.0,-0.0059,-0.3559,2,-85,-1.0732421875,-99,-0.884765625,-84,-0.9951171875,-97,-2.619140625
227.1,0.0,-0.0094,-0.3354,2,-81,-0.86572265625,-92,-0.3994140625,-80,-0.8984375,-91,-2.65234375
227.12,0.0,0.0012,-0.3178,2,-80,-0.8134765625,-86,-0.9990234375,-75,-0.74755859375,-85,-2.255859375
227.14,0.0,-0.0007,-0.3149,2,-69,-1.0224609375,-83,-1.0439453125,-90,-0.630859375,-81,-2.314453125
227.16,0.0,-0.0024,-0.2818,2,-61,-0.72216796875,-78,-0.91552734375,-75,-0.5947265625,-75,-1.8359375
227.18,0.0,-0.0012,-0.2613,2,-61,-0.72216796875,-69,-0.58056640625,-69,-0.62109375,-69,-1.7197265625
227.2,0.0,-0.0023,-0.2525,2,-64,-0.67529296875,-66,-0.81103515625,-64,-0.7138671875,-65,-1.8359375
227.22,0.0,-0.0009,-0.2399,2,-64,-0.67529296875,-62,-0.6435546875,-59,-0.62060546875,-61,-1.685546875
227.24,0.0,-0.0037,-0.2155,2,-52,-0.39501953125,-55,0.04180908203125,-56,-0.59423828125,-58,-1.36328125
227.26,0.0,-0.0065,-0.1989,2,-52,-0.39501953125,-53,0.68212890625,-50,-0.40234375,-49,-1.087890625
227.28,0.0,-0.0045,-0.1784,2,-45,-0.470947265625,-46,0.5068359375,-46,-0.303466796875,-46,-0.96875
227.3,0.0,-0.0027,-0.1804,2,-55,0.4228515625,-44,-0.65576171875,-43,-0.36083984375,-43,-0.93798828125
227.32,0.0,-0.0004,-0.154,2,-50,-0.251953125,-17,-0.1971435546875,-49,-0.2042236328125,-42,-0.9150390625
227.34,0.0,-0.0013,-0.0195,2,3,-0.330810546875,-20,0.141357421875,-5,-0.10089111328125,5,-0.86962890625
227.36,0.0,-0.003,-0.0302,2,-1,-0.126220703125,-9,0.057159423828125,-10,-0.153076171875,-12,-0.329833984375
227.38,0.0,-0.0013,-0.0429,2,-15,-0.28857421875,-17,-0.978515625,0,-0.117431640625,-12,-0.59423828125
227.4,0.0,-0.0027,-0.0283,2,-3,0.2364501953125,-21,0.306396484375,-8,-0.1055908203125,0,-0.379150390625
227.421,0.0,-0.0016,-0.0224,2,-2,-0.17578125,0,-0.6025390625,-15,-0.19189453125,-8,-0.3251953125
227.44,0.0,-1e-04,-0.0283,2,-8,-0.1444091796875,0,-0.06036376953125,-6,-0.13427734375,-15,-0.2471923828125
227.46,0.0,-0.0,-0.0195,2,-20,-0.2247314453125,0,-0.3984375,-2,-0.1365966796875,-4,-0.314208984375
227.48,0.0,-0.0005,-0.0049,2,-5,-0.218505859375,-2,0.189208984375,0,0.1531982421875,0,-0.2734375
227.5,0.0,-0.0008,-0.0156,2,-2,-0.07537841796875,-16,0.17724609375,0,-0.088623046875,0,-0.2783203125
227.52,0.0,0.0011,0.0,2,-1,-0.1650390625,0,-0.16357421875,0,-0.138427734375,0,0.3427734375
227.54,0.0,1e-04,0.0,2,0,-0.1268310546875,0,0.100830078125,0,0.134521484375,0,-0.2283935546875
227.56,0.0,0.0003,0.0,2,0,0.081787109375,0,0.030059814453125,0,0.05609130859375,0,-0.083740234375
227.58,0.0,0.012,0.0,2,0,-0.032806396484375,0,-0.2220458984375,0,0.135986328125,0,0.05535888671875
227.6,0.0,0.0142,0.0,2,0,-0.054962158203125,0,0.045135498046875,0,0.1873779296875,0,-0.1727294921875
227.62,0.0,-0.0017,0.0,2,0,0.1365966796875,0,0.34228515625,0,0.0853271484375,0,-0.0662841796875
227.64,0.0,-0.0031,0.0,2,0,0.1678466796875,0,0.32958984375,0,-0.037841796875,0,-0.0662841796875
227.66,0.0,-0.0017,0.0,2,0,0.199462890625,0,0.48046875,0,0.1336669921875,0,-0.1363525390625
227.68,0.0,0.0019,0.0068,2,0,0.078857421875,7,-0.74755859375,0,0.1292724609375,0,0.1273193359375
227.7,0.0,0.0006,0.0068,2,0,0.114013671875,7,-0.74755859375,0,0.05230712890625,0,0.1273193359375
227.72,0.0,-0.0007,0.0078,2,0,0.043212890625,8,-0.278076171875,0,0.1368408203125,0,-0.0601806640625
227.74,0.0,-0.0002,0.0,2,0,0.2156982421875,3,0.21533203125,0,-0.0682373046875,0,0.071533203125
227.76,0.0,-0.0004,0.0,2,0,0.16455078125,3,0.21533203125,0,0.1444091796875,0,0.071533203125
227.78,0.0,-0.0004,0.0,2,0,0.0306396484375,1,0.092041015625,0,0.135986328125,0,-0.047821044921875
227.8,0.0,0.0005,0.0,2,0,0.0242462158203125,0,0.408203125,0,0.08770751953125,0,-0.2049560546875
227.82,0.0,-0.0005,0.0,2,0,0.0445556640625,0,-0.10186767578125,0,0.08770751953125,0,0.270751953125
227.84,0.0,-0.0003,0.0,2,0,0.15380859375,0,-0.1063232421875,0,0.125244140625,0,-0.0731201171875
227.86,0.0,-0.0007,0.0,2,0,0.14990234375,0,0.4931640625,0,-0.07550048828125,0,0.22314453125
227.88,0.0,-0.0002,0.0,2,0,-0.27880859375,0,0.2008056640625,0,-0.07550048828125,0,0.225830078125
227.9,0.0,-0.001,0.0,2,0,-0.1685791015625,0,0.255859375,0,0.099853515625,0,-0.2325439453125
227.92,0.0,-0.0003,0.0,2,0,0.1309814453125,0,0.1466064453125,0,-0.10760498046875,0,-0.21728515625
227.94,0.0,-0.0003,0.0,2,0,-0.00911712646484375,0,-0.26025390625,0,0.11468505859375,0,0.15478515625
227.96,0.0,0.0003,0.0,2,0,-0.067138671875,0,0.228271484375,0,-0.06866455078125,0,0.2041015625
227.98,0.0,-0.0007,0.0,2,0,0.1370849609375,0,-0.126708984375,0,-0.09674072265625,0,-0.057281494140625
228.0,0.0,-0.0004,0.0,2,0,0.1549072265625,0,0.2122802734375,0,-0.09088134765625,0,-0.1939697265625
228.02,0.0,-1e-04,0.0,2,0,0.1031494140625,0,-0.2352294921875,0,-0.0985107421875,0,-0.0202178955078125
228.04,0.0,-0.0004,0.0,2,0,0.1031494140625,0,0.11907958984375,0,-0.061431884765625,0,-0.13720703125
228.06,0.0,0.0011,0.0,2,0,-0.1966552734375,0,0.441162109375,0,0.084228515625,0,0.2890625
228.08,0.0,0.0006,0.0,2,0,0.1890869140625,0,-0.3193359375,0,0.1492919921875,0,-0.23388671875
228.1,0.0,-0.002,0.0,2,0,0.1890869140625,0,0.406494140625,0,-0.0535888671875,0,-0.237060546875
228.12,0.0,1e-04,0.0,2,0,-0.08148193359375,0,-0.05462646484375,0,-0.06781005859375,0,-0.1861572265625
228.14,0.0,-0.0012,0.0,2,0,0.1453857421875,0,0.348876953125,0,-0.0787353515625,0,0.0124664306640625
228.161,0.0,0.0006,0.0,2,0,0.04388427734375,0,0.3583984375,0,0.04815673828125,0,-0.10198974609375
228.18,0.0,-0.0007,0.0,2,0,-0.1806640625,0,-0.05450439453125,0,0.151123046875,0,-0.12261962890625
228.2,0.0,-0.0002,0.0,2,0,-0.07354736328125,0,0.33447265625,0,0.1290283203125,0,-0.0292205810546875
228.22,0.0,0.001,0.0,2,0,0.11785888671875,0,0.2919921875,0,0.0863037109375,0,0.08428955078125
228.24,0.0,-0.001,0.0,2,0,0.060699462890625,0,0.338134765625,0,0.051513671875,0,-0.025543212890625
228.26,0.0,-0.0007,0.0,2,0,-0.127197265625,0,-0.00656890869140625,0,-0.1060791015625,0,0.06610107421875
228.28,0.0,-0.0006,0.0,2,0,-0.03387451171875,0,0.13818359375,0,0.1575927734375,0,0.167724609375
228.3,0.0,-0.0003,0.0,2,0,-0.08447265625,0,-0.1798095703125,0,0.1282958984375,0,-0.063720703125
228.32,0.0,-0.0014,0.0,2,0,0.12066650390625,0,0.09051513671875,0,-0.06329345703125,0,0.169921875
228.34,0.0,-0.0004,0.0,2,0,-0.183837890625,0,0.419189453125,0,-0.06829833984375,0,-0.06195068359375
228.36,0.0,-0.0006,0.0,2,0,-0.176025390625,0,0.347900390625,0,-0.07403564453125,0,-0.2008056640625
228.38,0.0,-0.0005,0.0,2,0,-0.036834716796875,0,0.33251953125,0,-0.0716552734375,0,0.178466796875
228.4,0.0,-0.0008,0.0,2,0,0.1561279296875,0,0.076904296875,0,0.0760498046875,0,0.294921875
228.42,0.0,-0.0011,0.0,2,0,0.1444091796875,0,-0.0728759765625,0,-0.0762939453125,0,0.1265869140625
228.44,0.0,-0.0002,0.0,2,0,0.288818359375,0,0.1947021484375,0,-0.046966552734375,0,0.07562255859375
228.46,0.0,-0.0003,0.0,2,0,-0.07177734375,0,0.051422119140625,0,0.1151123046875,0,0.0147857666015625
228.48,0.0,1e-04,0.0,2,0,-0.036407470703125,0,0.051422119140625,0,-0.125244140625,0,0.0147857666015625
228.503,0.0,-0.0005,0.0,2,0,-0.1224365234375,0,-0.3173828125,0,-0.125244140625,0,-0.236328125
228.52,0.0,-0.0008,0.0,2,0,0.08917236328125,0,-0.2110595703125,0,-0.08636474609375,0,-0.32763671875
228.541,0.0,-0.0004,0.0,2,0,0.01058197021484375,0,-0.1649169921875,0,0.1287841796875,0,0.177978515625
228.561,0.0,-0.0008,0.0,2,0,-0.09185791015625,0,-0.1649169921875,0,0.1287841796875,0,0.177978515625
228.58,0.0,-0.0009,0.0,2,0,-0.1448974609375,0,-0.8193359375,0,-0.08978271484375,0,0.2213134765625
228.601,0.0,-0.0002,0.0,2,0,-0.25634765625,0,-0.18701171875,0,0.12158203125,0,-0.1556396484375
228.62,0.0,-0.0006,0.0,2,0,0.1719970703125,0,0.2425537109375,0,-0.06341552734375,0,-0.148681640625
228.64,0.0,-1e-04,0.0,2,0,-0.05670166015625,0,0.4462890625,0,0.06512451171875,0,-0.08477783203125
228.66,0.0,0.0002,0.0,2,0,-0.2088623046875,0,0.5185546875,0,-0.079833984375,0,0.317626953125
228.68,0.0,0.0,0.0,2,0,-0.024139404296875,0,0.5185546875,0,0.076904296875,0,0.1951904296875
228.7,0.0,-0.0006,0.0,2,0,-0.076416015625,0,0.478515625,0,0.0694580078125,0,0.1717529296875
228.72,0.0,-0.0011,0.0,2,0,-0.172607421875,0,-0.072265625,0,-0.09716796875,0,-0.1763916015625
228.74,0.0,-0.0004,0.0,2,0,-0.16650390625,0,0.316650390625,0,0.123291015625,0,-0.1893310546875
228.761,0.0,-0.0015,0.0,2,0,0.10723876953125,0,0.332763671875,0,-0.1328125,0,-0.1893310546875
228.78,0.0,-0.0004,0.0,2,0,-0.1275634765625,0,-0.026031494140625,0,-0.060211181640625,0,-0.06329345703125
228.8,0.0,-0.0006,0.0,2,0,-0.128662109375,0,0.287109375,0,-0.07708740234375,0,-0.0087738037109375
228.82,0.0,-0.0004,0.0,2,0,0.216796875,0,-0.169677734375,0,0.11761474609375,0,-0.2332763671875
228.84,0.0,-0.0,0.0,2,0,-0.11480712890625,0,0.428955078125,0,0.0999755859375,0,0.09027099609375
228.86,0.0,-0.0002,0.0,2,0,0.10003662109375,0,-0.289306640625,0,-0.07275390625,0,-0.1590576171875
228.88,0.0,0.0003,0.0,2,0,-0.098876953125,0,0.4384765625,0,-0.08233642578125,0,0.330810546875
228.9,0.0,-0.0002,0.0,2,0,-0.0970458984375,0,0.407470703125,0,-0.08233642578125,0,0.05010986328125
228.92,0.0,-1e-04,0.0,2,0,-0.0970458984375,0,-0.98486328125,0,-0.07513427734375,0,0.1998291015625
228.94,0.0,-0.0003,0.0,2,0,-0.08563232421875,0,-0.08502197265625,0,0.15869140625,0,0.2373046875
228.961,0.0,-1e-04,0.0,2,0,-0.155029296875,0,-0.1885986328125,0,-0.08831787109375,0,-0.187255859375
228.98,0.0,-0.0002,0.0,2,0,-0.155029296875,0,0.149658203125,0,-0.08831787109375,0,0.30615234375
229.0,0.0,0.0002,0.0,2,0,-0.1690673828125,0,0.17822265625,0,0.1199951171875,0,-0.04412841796875
229.02,0.0,0.0003,0.0,2,0,0.09564208984375,0,0.365966796875,0,-0.03717041015625,0,-0.12286376953125
229.043,0.0,1e-04,0.0,2,0,0.09857177734375,0,-0.034393310546875,0,0.143310546875,0,0.040435791015625
229.061,0.0,-0.0003,0.0,2,0,0.11572265625,0,0.42041015625,0,0.1470947265625,0,0.07177734375
229.08,0.0,-0.0014,0.0,2,0,0.022064208984375,0,0.287841796875,0,0.08251953125,0,0.142333984375
229.101,0.0,-0.0005,0.0,2,0,-0.1431884765625,0,0.1524658203125,0,0.0631103515625,0,-0.09228515625
229.12,0.0,-0.0004,0.0,2,0,-0.05731201171875,0,-0.1795654296875,0,-0.08734130859375,0,-0.199462890625
229.14,0.0,-0.0011,0.0,2,0,-0.137451171875,0,-0.619140625,0,0.09716796875,0,0.291015625
229.16,0.0,-0.0008,0.0,2,0,-0.137451171875,0,-0.619140625,0,-0.06475830078125,0,0.291015625
229.18,0.0,-0.0004,0.0,2,0,-0.1778564453125,0,-0.474365234375,0,0.072265625,0,0.19921875
229.2,0.0,0.0006,0.0,2,0,-0.1396484375,0,0.2705078125,0,0.1102294921875,0,0.2073974609375
229.22,0.0,-1e-04,0.0,2,0,-0.19482421875,0,-0.14404296875,0,0.12274169921875,0,-0.05035400390625
229.24,0.0,-0.0004,0.0,2,0,-0.19482421875,0,0.4189453125,0,0.173828125,0,0.0723876953125
229.261,0.0,-0.0008,0.0,2,0,0.03192138671875,0,0.399169921875,0,0.117919921875,0,-0.1573486328125
229.28,0.0,-1e-04,0.0,2,0,0.2066650390625,0,0.32421875,0,0.1651611328125,0,0.257568359375
229.3,0.0,-0.0006,0.0,2,0,0.10565185546875,0,0.29052734375,0,0.062042236328125,0,0.198974609375
229.32,0.0,-0.0013,0.0,2,0,-0.01212310791015625,0,0.3017578125,0,0.1224365234375,0,0.166259765625
229.34,0.0,-0.0007,0.0,2,0,0.156494140625,0,-0.4736328125,0,-0.09307861328125,0,-0.04876708984375
229.36,0.0,-0.0009,0.0,2,0,0.09033203125,0,-0.431396484375,0,0.156982421875,0,0.221435546875
229.38,0.0,1e-04,0.0,2,0,-0.02117919921875,0,-0.08892822265625,0,-0.0726318359375,0,0.1392822265625
229.4,0.0,-0.0012,0.0,2,0,-0.048492431640625,0,0.1483154296875,0,0.094482421875,0,-0.0704345703125
229.42,0.0,-0.0011,0.0,2,0,0.1700439453125,0,-0.55224609375,0,0.12408447265625,0,-0.1380615234375
229.44,0.0,-0.0002,0.0,2,0,-0.145263671875,0,0.2763671875,0,0.1531982421875,0,0.101318359375
229.46,0.0,-0.0007,0.0,2,0,-0.042327880859375,0,0.2763671875,0,0.072021484375,0,0.101318359375
229.48,0.0,-0.0007,0.0,2,0,-0.1827392578125,0,0.053436279296875,0,-0.1168212890625,0,-0.2222900390625
229.501,0.0,-0.0,0.0,2,0,-0.1143798828125,0,-0.1767578125,0,-0.053009033203125,0,0.0694580078125
229.52,0.0,-0.0004,0.0,2,0,-0.10968017578125,0,-0.1767578125,0,-0.053009033203125,0,0.0694580078125
229.54,0.0,0.0005,0.0,2,0,0.175537109375,0,-0.07733154296875,0,0.1318359375,0,-0.195068359375
229.561,0.0,-0.0002,0.0,2,0,0.323974609375,0,0.49072265625,0,0.1256103515625,0,-0.181884765625
229.581,0.0,-0.0008,0.0,2,0,-0.09027099609375,0,0.49072265625,0,-0.07086181640625,0,-0.1513671875
229.6,0.0,-0.0004,0.0,2,0,0.145751953125,0,-0.4169921875,0,0.1484375,0,-0.2037353515625
229.62,0.0,0.0004,0.0,2,0,0.053192138671875,0,-0.0828857421875,0,-0.080078125,0,-0.1519775390625
229.64,0.0,-0.0007,0.0,2,0,0.26904296875,0,0.2939453125,0,0.103515625,0,-0.1693115234375
229.66,0.0,-0.0006,0.0,2,0,-0.169677734375,0,0.2939453125,0,-0.0751953125,0,0.025115966796875
229.68,0.0,-0.0002,0.0,2,0,0.1474609375,0,0.483154296875,0,-0.129638671875,0,0.0102386474609375
229.7,0.0,-0.001,0.0,2,0,-0.106689453125,0,0.048126220703125,0,-0.08026123046875,0,0.06475830078125
229.72,0.0,0.0005,0.0,2,0,-0.07281494140625,0,0.1781005859375,0,0.138916015625,0,-0.1800537109375
229.74,0.0,-0.0002,0.0,2,0,0.0684814453125,0,-0.455078125,0,0.1209716796875,0,0.28076171875
229.76,0.0,1e-04,0.0,2,0,-0.2432861328125,0,-0.59423828125,0,-0.0814208984375,0,0.2099609375
229.78,0.0,-0.0005,0.0,2,0,0.1512451171875,0,0.5048828125,0,-0.06756591796875,0,0.195068359375
229.8,0.0,-0.0002,0.0,2,0,-0.0982666015625,0,-0.160400390625,0,-0.11126708984375,0,-0.212158203125
229.82,0.0,-1e-04,0.0,2,0,-0.049346923828125,0,-0.58154296875,0,0.10260009765625,0,0.1953125
229.842,0.0,-0.0,0.0,2,0,-0.156982421875,0,0.41748046875,0,0.086181640625,0,-0.0760498046875
229.86,0.0,-0.0007,0.0,2,0,-0.191162109375,0,0.449951171875,0,0.1298828125,0,-0.09796142578125
229.88,0.0,-0.0003,0.0,2,0,-0.07562255859375,0,-0.6357421875,0,-0.0899658203125,0,-0.065673828125
229.9,0.0,-0.0004,0.0,2,0,-0.1693115234375,0,0.385498046875,0,0.169921875,0,-0.25
229.921,0.0,-0.0,0.0,2,0,-0.09844970703125,0,0.326416015625,0,-0.1334228515625,0,-0.0660400390625
229.94,0.0,-0.0004,0.0,2,0,-0.03814697265625,0,0.46435546875,0,0.08966064453125,0,0.031280517578125
229.96,0.0,0.0005,0.0,2,0,0.07183837890625,0,-0.49267578125,0,0.08135986328125,0,-0.2181396484375
229.981,0.0,1e-04,0.0,2,0,-0.128662109375,0,-0.1436767578125,0,-0.1417236328125,0,-0.1817626953125
230.0,0.0,-0.0003,0.0,2,0,-0.107666015625,0,0.3330078125,0,-0.11328125,0,-0.2158203125
230.02,0.0,0.0006,0.0,2,0,-0.272705078125,0,0.309814453125,0,-0.11328125,0,-0.2056884765625
230.04,0.0,-0.0012,0.0,2,0,-0.0626220703125,0,-0.5439453125,0,-0.06671142578125,0,-0.1839599609375
230.06,0.0,-0.0005,0.0,2,0,-0.0626220703125,0,0.305419921875,0,0.14599609375,0,-0.1839599609375
230.08,0.0,-0.0004,0.0,2,0,0.0921630859375,0,-0.032257080078125,0,0.1552734375,0,-0.045135498046875
230.1,0.0,0.0003,0.0,2,0,0.0921630859375,0,0.37646484375,0,0.1419677734375,0,-0.2203369140625
230.12,0.0,-0.0008,0.0,2,0,0.1527099609375,0,0.042449951171875,0,0.1324462890625,0,0.10107421875
230.14,0.0,-0.0008,0.0,2,0,-0.144775390625,0,0.307373046875,0,-0.1087646484375,0,-0.040191650390625
230.16,0.0,-0.0,0.0,2,0,0.191162109375,0,0.4208984375,0,0.09271240234375,0,-0.04052734375
230.183,0.0,0.0004,0.0,2,0,0.14013671875,0,0.06744384765625,0,-0.08428955078125,0,0.222900390625
230.2,0.0,-0.0011,0.0,2,0,0.14013671875,0,0.019927978515625,0,0.11871337890625,0,-0.1929931640625
230.22,0.0,-0.0008,0.0,2,0,0.08856201171875,0,0.334228515625,0,0.11700439453125,0,-0.21826171875
230.24,0.0,-0.0003,0.0,2,0,0.031280517578125,0,-0.465576171875,0,0.117431640625,0,-0.054534912109375
230.261,0.0,-0.0013,0.0,2,0,0.012908935546875,0,0.08721923828125,0,0.08660888671875,0,-0.241455078125
230.28,0.0,-1e-04,0.0,2,0,-0.02130126953125,0,-0.60107421875,0,0.1322021484375,0,-0.06610107421875
230.3,0.0,0.0004,0.0,2,0,0.1885986328125,0,-0.150390625,0,0.04620361328125,0,-0.1231689453125
230.321,0.0,-0.0012,0.0,2,0,-0.186279296875,0,0.348876953125,0,0.0604248046875,0,-0.00780487060546875
230.341,0.0,1e-04,0.0,2,0,-0.0181121826171875,0,0.2685546875,0,0.1597900390625,0,-0.11236572265625
230.36,0.0,-0.0011,0.0,2,0,0.278564453125,0,0.418701171875,0,0.119140625,0,0.2021484375
230.38,0.0,0.0005,0.0,2,0,0.138427734375,0,-0.46875,0,0.07373046875,0,0.2198486328125
230.401,0.0,0.0008,0.0,2,0,0.2705078125,0,0.125244140625,0,-0.0751953125,0,0.1890869140625
230.42,0.0,-0.0005,0.0,2,0,0.11083984375,0,-0.46533203125,0,-0.07391357421875,0,-0.17626953125
230.441,0.0,-0.0005,0.0,2,0,0.042083740234375,0,-0.2130126953125,0,0.0821533203125,0,-0.17626953125
230.46,0.0,1e-04,0.0,2,0,0.16796875,0,-0.2130126953125,0,0.09979248046875,0,0.06170654296875
230.48,0.0,-0.0013,0.0,2,0,0.160888671875,0,0.50634765625,0,0.138427734375,0,-0.06256103515625
230.5,0.0,-0.0016,0.0,2,0,0.0328369140625,0,0.291259765625,0,0.105712890625,0,-0.1954345703125
230.52,0.0,0.0008,0.0,2,0,0.05328369140625,0,0.267822265625,0,0.11517333984375,0,-0.268310546875
230.541,0.0,0.0002,0.0,2,0,0.18603515625,0,0.40185546875,0,0.1497802734375,0,0.27734375
230.561,0.0,0.0007,0.0,2,0,0.057159423828125,0,0.3544921875,0,-0.0706787109375,0,-0.195556640625
230.58,0.0,-0.0006,0.0,2,0,-0.10577392578125,0,-0.1944580078125,0,0.148681640625,0,-0.176025390625
230.6,0.0,-0.001,0.0,2,0,-0.10577392578125,0,-0.1944580078125,0,0.148681640625,0,-0.03253173828125
230.62,0.0,-0.0011,0.0,2,0,-0.11883544921875,0,-0.193359375,0,0.1470947265625,0,-0.210205078125
