t,FR_rpm,FR_amp,FL_rpm,FL_amp,RR_rpm,RR_amp,RL_rpm,RL_amp
0.0000,0,0.05059814453125,0,-0.05029296875,0,0.084228515625,0,0.044219970703125
0.0048,0,0.05059814453125,0,-0.156494140625,0,0.084228515625,0,0.044219970703125
0.0171,0,-0.1307373046875,0,-0.156494140625,0,0.0799560546875,0,-0.15087890625
0.0217,0,-0.1307373046875,0,-0.2392578125,0,0.0799560546875,0,-0.15087890625
0.0299,0,0.09759521484375,0,-0.2392578125,0,0.03985595703125,0,0.09991455078125
0.0420,0,0.09759521484375,0,-0.12939453125,0,0.03985595703125,0,0.09991455078125
0.0500,0,-0.057830810546875,0,-0.12939453125,0,0.04412841796875,0,0.1265869140625
0.0623,0,-0.057830810546875,0,0.17431640625,0,0.04412841796875,0,0.1265869140625
0.0776,0,-0.057830810546875,0,0.17431640625,0,0.03765869140625,0,-0.2110595703125
0.0888,0,-0.05975341796875,0,-0.0733642578125,0,0.03765869140625,0,-0.2110595703125
0.0960,0,-0.05975341796875,0,-0.0733642578125,0,0.0195770263671875,0,-0.125244140625
0.1069,0,-0.0478515625,0,0.229736328125,0,0.0195770263671875,0,-0.125244140625
0.1159,0,-0.0478515625,0,0.229736328125,0,0.0379638671875,0,0.080078125
0.1265,0,0.042144775390625,0,0.162353515625,0,0.0379638671875,0,0.080078125
0.1386,0,0.042144775390625,0,0.162353515625,0,0.035797119140625,0,0.0166778564453125
0.1481,0,-0.06005859375,0,-0.06707763671875,0,0.035797119140625,0,0.0166778564453125
0.1547,0,-0.06005859375,0,-0.06707763671875,0,-0.01959228515625,0,0.02099609375
0.1642,0,-0.0169219970703125,0,-0.31494140625,0,-0.01959228515625,0,0.02099609375
0.1776,0,-0.0169219970703125,0,-0.31494140625,0,0.051513671875,0,0.066162109375
0.1854,0,0.04644775390625,0,0.322509765625,0,0.051513671875,0,0.066162109375
0.1965,0,0.04644775390625,0,0.322509765625,0,0.062286376953125,0,-0.199462890625
0.2100,0,0.0799560546875,0,0.1744384765625,0,0.062286376953125,0,-0.199462890625
0.2170,0,0.0799560546875,0,0.1744384765625,0,0.062286376953125,0,-0.130615234375
0.2262,0,-0.144775390625,0,-0.028076171875,0,0.08697509765625,0,-0.130615234375
0.2363,0,-0.144775390625,0,-0.028076171875,0,0.08697509765625,0,0.08135986328125
0.2427,0,0.044281005859375,0,0.11798095703125,0,0.04180908203125,0,0.08135986328125
0.2549,0,0.044281005859375,0,0.11798095703125,0,0.04180908203125,0,0.1497802734375
0.2637,0,-0.04876708984375,0,0.0211181640625,0,-0.01186370849609375,0,0.1497802734375
0.2712,0,-0.04876708984375,0,0.0211181640625,0,-0.01186370849609375,0,0.0859375
0.2900,0,0.06573486328125,0,0.0211181640625,0,0.0178680419921875,0,0.0859375
0.2957,0,0.06573486328125,0,-0.27587890625,0,0.04180908203125,0,0.04278564453125
0.3027,0,0.0614013671875,0,-0.27587890625,0,0.04180908203125,0,0.04278564453125
0.3152,0,0.0614013671875,0,-0.044281005859375,0,0.04180908203125,0,-0.0806884765625
0.3234,0,-0.1478271484375,0,-0.044281005859375,0,-0.02337646484375,0,-0.0806884765625
0.3309,0,-0.1478271484375,0,-0.24658203125,0,-0.02337646484375,0,-0.1317138671875
0.3461,0,0.056243896484375,0,-0.24658203125,0,0.0618896484375,0,-0.1317138671875
0.3547,0,0.056243896484375,0,-0.10919189453125,0,0.0618896484375,0,-0.11297607421875
0.3641,0,-0.0438232421875,0,-0.10919189453125,0,0.0718994140625,0,-0.11297607421875
0.3739,0,-0.0438232421875,0,0.177490234375,0,0.0718994140625,0,-0.035430908203125
0.3831,0,0.036529541015625,0,0.221923828125,0,-0.030670166015625,0,-0.035430908203125
0.3935,0,0.036529541015625,0,0.221923828125,0,-0.030670166015625,0,0.0947265625
0.4064,0,0.06732177734375,0,0.144775390625,0,-0.037109375,0,0.0947265625
0.4167,0,0.06732177734375,0,0.144775390625,0,-0.037109375,0,-0.1829833984375
0.4227,0,-0.1282958984375,0,0.144775390625,0,-0.021392822265625,0,-0.1829833984375
0.4372,0,-0.1282958984375,0,-0.2734375,0,-0.021392822265625,0,0.146484375
0.4441,0,0.051727294921875,0,-0.2734375,0,-0.1212158203125,0,0.146484375
0.4519,0,0.051727294921875,0,-0.05316162109375,0,-0.1212158203125,0,-0.146728515625
0.4637,0,0.036468505859375,0,-0.05316162109375,0,0.056915283203125,0,-0.146728515625
0.4755,0,0.036468505859375,0,0.054046630859375,0,0.056915283203125,0,0.06231689453125
0.4822,0,-0.07208251953125,0,0.054046630859375,0,0.080810546875,0,0.06231689453125
0.4959,0,-0.07208251953125,0,0.25341796875,0,0.080810546875,0,0.06231689453125
0.5045,0,0.0121612548828125,0,0.25341796875,0,-0.0374755859375,0,-0.19970703125
0.5154,0,0.0121612548828125,0,0.269775390625,0,-0.0374755859375,0,-0.19970703125
0.5255,0,0.06488037109375,0,-0.32666015625,0,-0.01094818115234375,0,0.133544921875
0.5366,0,0.06488037109375,0,-0.32666015625,0,-0.01094818115234375,0,0.12347412109375
0.5436,0,-0.16552734375,0,0.074951171875,0,0.0188751220703125,0,0.12347412109375
0.5558,0,-0.16552734375,0,0.074951171875,0,0.0188751220703125,0,-0.16943359375
