t,FR_rpm,FR_amp,FL_rpm,FL_amp,RR_rpm,RR_amp,RL_rpm,RL_amp
0.0000,0,0.1822509765625,0,0.125,0,-0.052490234375,0,-0.283203125
0.0142,0,0.1822509765625,0,-0.15234375,0,-0.052490234375,0,0.2109375
0.0180,0,0.08056640625,0,-0.15234375,0,-0.052490234375,0,0.2109375
0.0305,0,0.08056640625,0,-0.15234375,0,-0.05743408203125,0,0.1737060546875
0.0438,0,-0.035125732421875,0,0.46044921875,0,0.025360107421875,0,-0.037139892578125
0.0502,0,-0.035125732421875,0,0.2496337890625,0,0.025360107421875,0,-0.037139892578125
0.0620,0,0.09454345703125,0,0.2496337890625,0,-0.0218505859375,0,-0.0548095703125
0.0699,0,0.09454345703125,0,0.5087890625,0,-0.0218505859375,0,-0.0548095703125
0.0811,0,-0.0311126708984375,0,0.5087890625,0,-0.0241851806640625,0,0.1092529296875
0.0893,0,0.09808349609375,0,0.5126953125,0,-0.0241851806640625,0,0.1092529296875
0.1012,0,0.09808349609375,0,0.5126953125,0,-0.0241851806640625,0,0.027313232421875
0.1097,0,0.053924560546875,0,0.09552001953125,0,0.098388671875,0,0.027313232421875
0.1218,0,0.053924560546875,0,0.09552001953125,0,0.134521484375,0,0.1812744140625
0.1304,0,0.053924560546875,0,-0.77392578125,0,0.134521484375,0,0.1812744140625
0.1413,0,-0.21435546875,0,-0.77392578125,0,0.134521484375,0,0.1812744140625
0.1500,0,-0.21435546875,0,0.276611328125,0,0.046630859375,0,0.11358642578125
0.1626,0,0.1207275390625,0,0.276611328125,0,0.046630859375,0,0.11358642578125
0.1719,0,0.1207275390625,0,0.26953125,0,0.06640625,0,-0.0794677734375
0.1821,0,0.038330078125,0,0.26953125,0,-0.037322998046875,0,-0.0794677734375
0.1917,0,0.038330078125,0,0.467041015625,0,-0.037322998046875,0,0.038818359375
0.2030,0,-0.1602783203125,0,0.467041015625,0,-0.037322998046875,0,0.038818359375
0.2126,0,-0.1602783203125,0,0.266357421875,0,-0.04180908203125,0,0.10284423828125
0.2343,0,0.13916015625,0,0.266357421875,0,0.036712646484375,0,0.11248779296875
