t,ch2_us,ch3_us,aux1,rpm_FR,rpm_FL,rpm_RR,rpm_RL,err_FR,err_FL,err_RR,err_RL,amp_FR,amp_FL,amp_RR,amp_RL,volt_FR,volt_FL,volt_RR,volt_RL,temp_FR,temp_FL,temp_RR,temp_RL,odom_x,odom_y,odom_vx,vlp_x,vlp_y,vlp_vx,vlp_vy,vlp_xy_valid,vlp_vxy_valid,imu_ax,imu_ay,imu_az
25.40,1001,1001,-1.0000,-1247,-1242,-1245,-1242,0,0,0,0,1.456,1.734,1.403,1.760,24.734,24.609,24.516,24.625,43.850,42.350,45.850,44.850,183.9453,32.6122,-4.8516,34764.5469,1376.5483,-5.9617,0.0978,0,0,0.15416403,-1.035784,-8.895562
25.60,1001,1001,-1.0000,-1245,-1241,-1242,-1246,0,0,0,0,2.037,1.816,1.729,0.942,24.703,24.641,24.531,24.656,43.850,42.350,45.850,44.850,183.6473,33.5379,-4.8497,34762.9336,1376.3933,-6.0750,0.0821,0,0,-0.2177052,-1.0921692,-9.863512
25.80,1001,1001,-1.0000,-1240,-1245,-1238,-1245,0,0,0,0,1.576,1.126,1.363,1.529,24.688,24.578,24.531,24.625,43.850,42.100,45.850,44.850,183.3490,34.4645,-4.8438,34761.3594,1376.3120,-6.1628,0.0721,0,0,-0.1027771,-0.6549391,-9.778239
26.00,1001,1001,-1.0000,-1243,-1246,-1243,-1245,0,0,0,0,1.548,1.250,1.587,1.065,24.719,24.578,24.516,24.641,43.600,42.100,45.850,44.850,183.0593,35.3644,-4.8526,34759.8164,1376.2404,-6.2401,0.0631,0,0,0.03198373,-0.71010196,-9.764578
26.20,1453,1001,-1.0000,-1181,-1219,-1202,-1190,0,0,0,0,-3.027,-3.691,-3.375,-3.277,25.016,24.922,24.859,24.953,43.850,42.100,45.850,44.850,182.7568,36.3038,-4.6722,34758.2656,1376.1519,-6.3499,0.0611,0,0,1.3994061,-0.63012314,-11.090794
26.40,1500,1001,-1.0000,-625,-664,-650,-636,0,0,0,0,-0.944,-1.226,-1.653,-1.347,24.828,24.750,24.656,24.766,43.850,42.350,45.850,44.850,182.5603,36.9147,-2.5106,34756.7383,1376.0874,-6.3840,0.0534,0,0,0.5003282,-0.36615047,-9.525422
26.60,1500,1001,-1.0000,-56,-13,21,-34,0,0,0,0,3.297,1.348,-1.203,2.209,24.547,24.625,24.609,24.422,43.600,42.350,45.600,44.850,182.4792,37.1670,-0.0799,34755.2891,1376.1552,-6.3963,0.0834,0,0,2.219711,0.49016163,-9.237322
26.80,1500,1001,-1.0000,0,0,0,0,0,0,0,0,-0.255,-0.211,0.036,0.140,24.812,24.688,24.625,24.734,43.850,42.600,45.850,44.850,182.4800,37.1645,0.0000,34753.8281,1376.2090,-6.4626,0.0891,0,0,-0.061661594,-0.8167308,-9.909697
27.00,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.086,-0.378,-0.060,0.186,24.797,24.703,24.625,24.734,43.850,42.350,45.850,44.850,182.4800,37.1645,0.0000,34752.3867,1376.2330,-6.5042,0.0867,0,0,0.17396864,-0.7659347,-9.70421
27.20,1079,1001,-1.0000,-236,-190,-238,-220,0,0,0,0,1.377,3.115,2.773,2.957,24.672,24.547,24.469,24.578,43.850,42.350,45.600,44.850,182.4697,37.1965,-0.8619,34750.9961,1376.3386,-6.5265,0.1000,0,0,-0.054228924,-0.84808385,-9.842424
27.40,1001,1001,-1.0000,-828,-788,-819,-828,0,0,0,0,2.641,2.619,3.121,2.219,24.578,24.516,24.391,24.500,43.600,42.350,45.850,44.850,182.3371,37.6082,-3.1814,34749.6250,1376.4967,-6.5332,0.1270,0,0,0.17969196,-0.7737861,-9.701027
27.60,1001,1001,-1.0000,-1263,-1259,-1264,-1273,0,0,0,0,-1.039,-0.598,-0.211,-0.640,24.906,24.781,24.641,24.844,43.850,42.600,45.850,44.850,182.0738,38.4256,-4.9325,34748.1406,1376.5684,-6.6032,0.1554,0,0,0.9986975,-0.7857437,-10.453465
27.80,1001,1001,-1.0000,-1243,-1237,-1242,-1244,0,0,0,0,1.087,1.796,1.627,0.956,24.719,24.641,24.516,24.641,43.850,42.100,45.850,44.850,181.7751,39.3529,-4.8418,34746.5234,1376.5081,-6.6678,0.1397,0,0,0.16551875,-0.8896187,-9.741726
28.00,1057,1001,-1.0000,-1240,-1233,-1237,-1240,0,0,0,0,-1.178,-1.499,-0.442,-1.972,24.875,24.844,24.672,24.844,43.850,42.100,45.850,44.850,181.4941,40.2252,-4.8331,34744.8906,1376.4692,-6.7607,0.1272,0,0,-1.2365109,-0.62238157,-9.561513
28.20,1477,1001,-1.0000,-674,-647,-701,-673,0,0,0,0,-1.078,-0.988,-0.843,-1.218,24.828,24.781,24.672,24.766,43.850,42.350,45.850,44.850,181.2540,40.9711,-2.6276,34743.2852,1376.4398,-6.8230,0.1231,0,0,0.24609514,-0.8152211,-9.779794
28.40,1500,1001,-1.0000,-127,5,-187,-106,0,0,0,0,3.402,14.883,3.189,3.787,24.594,24.078,24.531,24.438,43.600,42.350,45.600,44.850,181.1708,41.2296,-0.5587,34741.7578,1376.4961,-6.8942,0.1452,0,0,-1.0027001,-2.1331422,-12.069612
28.60,1500,1001,-1.0000,0,0,0,0,0,0,0,0,-0.036,-0.506,0.031,-0.166,24.812,24.672,24.625,24.750,43.600,42.600,45.850,44.850,181.1667,41.2423,0.0000,34740.2500,1376.6053,-6.8961,0.1786,0,0,0.23861879,-0.486382,-9.797295
28.80,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.155,0.298,0.027,-0.280,24.812,24.703,24.625,24.750,43.600,42.350,45.850,44.850,181.1667,41.2423,0.0000,34738.5547,1376.7635,-6.9562,0.1996,0,0,-0.062083744,-0.6746203,-9.895489
29.00,1839,1001,-1.0000,224,257,265,225,0,0,0,0,2.254,2.422,2.055,2.500,24.656,24.562,24.500,24.594,43.850,42.350,45.850,44.850,181.1759,41.2138,0.8073,34737.0352,1376.8888,-6.9979,0.2370,0,0,0.17875546,-0.9015814,-9.556883
29.20,2000,1001,-1.0000,813,837,848,809,0,0,0,0,3.004,2.186,3.240,2.586,24.562,24.500,24.391,24.516,43.600,42.350,45.600,44.850,181.3005,40.8264,3.1151,34735.3906,1376.9822,-7.0556,0.2540,0,0,0.018915234,-0.78720737,-9.660712
29.40,2000,1001,-1.0000,1259,1264,1270,1266,0,0,0,0,0.163,-0.603,-0.792,-0.409,24.859,24.812,24.688,24.781,43.850,42.350,45.850,44.850,181.5621,40.0134,4.9325,34733.7773,1377.0271,-7.0959,0.2464,0,0,-1.2143719,-0.50175095,-9.827666
29.60,2000,1001,-1.0000,1242,1244,1243,1245,0,0,0,0,1.462,1.146,1.211,0.721,24.719,24.594,24.516,24.656,43.600,42.100,45.850,44.850,181.8739,39.0454,4.8497,34732.0625,1377.0240,-7.2015,0.2360,0,0,0.048951205,-0.7556253,-9.893093
29.80,2000,1001,-1.0000,1243,1241,1239,1244,0,0,0,0,1.377,1.155,1.369,1.133,24.734,24.578,24.516,24.625,43.850,42.350,45.850,44.850,182.1547,38.1738,4.8428,34730.4648,1377.0076,-7.2663,0.2445,0,0,0.019360198,-0.8485945,-9.725606
30.00,2000,1001,-1.0000,1242,1250,1244,1245,0,0,0,0,1.776,1.346,1.856,0.980,24.688,24.578,24.531,24.641,43.850,42.350,45.850,44.850,182.4711,37.1917,4.8565,34728.6914,1377.0045,-7.3383,0.2474,0,0,0.13078882,-0.78099495,-9.719113
30.20,1897,1001,-1.0000,1100,1153,1142,1122,0,0,0,0,-2.242,-2.119,-2.273,-1.433,24.922,24.875,24.766,24.844,43.850,42.350,45.850,45.100,182.7524,36.3194,4.4041,34727.1055,1377.0193,-7.3853,0.2523,0,0,-0.8657094,-0.79326534,-9.798298
30.40,1644,1001,-1.0000,498,494,545,527,0,0,0,0,-0.241,-1.183,-2.209,-1.332,24.828,24.719,24.641,24.766,43.850,42.350,45.850,44.850,182.9495,35.7083,2.0124,34725.6133,1377.0394,-7.4443,0.2555,0,0,0.027212474,-0.8577479,-9.707168
30.60,1529,1001,-1.0000,133,113,125,94,0,0,0,0,2.016,2.281,2.898,3.375,24.781,24.688,24.594,24.672,43.850,42.350,45.850,44.850,183.0123,35.5137,0.4007,34723.8516,1377.1012,-7.4604,0.2954,0,0,-0.8424098,-1.1132412,-8.019936
30.80,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.118,0.133,0.027,0.041,24.797,24.734,24.609,24.734,43.850,42.350,45.850,44.850,183.0159,35.5026,0.0000,34722.1914,1377.2062,-7.4921,0.3175,0,0,0.2252894,-1.162098,-10.043214
31.00,1923,1001,-1.0000,256,270,230,237,0,0,0,0,2.494,2.041,3.160,2.344,24.672,24.609,24.469,24.594,43.850,42.350,45.850,44.850,183.0278,35.4656,0.9682,34720.6406,1377.2748,-7.5267,0.3322,0,0,0.028849984,-1.0071375,-8.9546585
31.20,2000,1001,-1.0000,838,799,818,830,0,0,0,0,2.789,2.240,3.104,1.984,24.609,24.484,24.391,24.500,43.600,42.100,45.850,44.850,183.1592,35.0584,3.2029,34718.9727,1377.3258,-7.5927,0.3314,0,0,0.2101283,-0.76254016,-10.016275
31.40,2000,1001,-1.0000,1253,1263,1263,1276,0,0,0,0,1.086,-1.275,-0.317,-1.681,24.875,24.812,24.703,24.797,43.850,42.350,45.850,44.850,183.4195,34.2518,4.9286,34717.1719,1377.3710,-7.6443,0.3186,0,0,-0.99500734,-0.8165229,-9.559387
31.60,2000,1001,-1.0000,1236,1241,1237,1241,0,0,0,0,1.835,2.027,1.239,0.765,24.719,24.656,24.547,24.641,43.850,42.350,45.850,44.850,183.7317,33.2854,4.8311,34715.3516,1377.3967,-7.7640,0.2984,0,0,-0.6986762,-0.6426376,-9.948474
31.80,2000,1001,-1.0000,1244,1247,1241,1247,0,0,0,0,1.769,0.692,1.571,0.893,24.703,24.641,24.516,24.656,43.850,42.350,45.850,44.850,184.0310,32.3590,4.8545,34713.5664,1377.3928,-7.8386,0.3029,0,0,-0.043489225,-0.9693066,-9.87709
32.00,1840,1001,-1.0000,984,980,1015,1002,0,0,0,0,-1.533,-1.901,-1.670,-1.843,24.906,24.766,24.703,24.828,43.850,42.350,45.850,44.850,184.2948,31.5432,3.8815,34711.7734,1377.3937,-7.9084,0.3010,0,0,-0.057278015,-0.5957036,-9.287127
32.20,1696,1001,-1.0000,486,490,493,498,0,0,0,0,0.440,-0.542,2.484,2.133,24.797,24.750,24.547,24.641,43.850,42.350,45.850,44.850,184.4633,31.0223,1.9178,34709.9883,1377.4164,-7.9765,0.3131,0,0,1.2504563,-0.62787676,-10.413319
32.40,1622,1001,-1.0000,339,336,329,337,0,0,0,0,0.881,1.261,1.917,-0.946,24.766,24.656,24.578,24.703,43.850,42.350,45.850,44.850,184.5598,30.7239,1.3075,34708.2539,1377.4510,-8.0090,0.3401,0,0,0.92654246,-0.8372916,-9.737124
32.60,1528,1001,-1.0000,124,105,161,69,0,0,0,0,0.799,0.037,7.598,3.277,24.797,24.375,24.562,24.656,43.850,42.350,45.850,44.850,184.6141,30.5557,0.4475,34706.5000,1377.5239,-8.0399,0.3650,0,0,-0.60800016,-1.4162779,-9.577856
32.80,1500,1001,-1.0000,-14,32,-6,0,0,0,0,0,0.217,0.376,-0.106,0.178,24.797,24.688,24.609,24.734,43.850,42.600,45.850,44.850,184.6220,30.5314,0.0117,34704.7422,1377.5812,-8.1016,0.4024,0,0,0.111162476,-0.8166124,-10.005474
33.00,1954,1001,-1.0000,342,328,338,293,0,0,0,0,1.672,2.178,1.786,1.902,24.703,24.625,24.516,24.625,43.850,42.350,45.850,44.850,184.6435,30.4650,1.2685,34703.0195,1377.6050,-8.1200,0.4247,0,0,0.26527095,-1.0499946,-10.314254
33.20,2000,1001,-1.0000,919,907,911,936,0,0,0,0,3.307,2.576,3.188,2.395,24.562,24.516,24.359,24.484,43.850,42.350,45.600,44.850,184.8027,29.9731,3.5812,34701.3047,1377.6323,-8.1621,0.4527,0,0,0.1022264,-0.82398885,-9.641271
33.40,2000,1001,-1.0000,1242,1245,1246,1250,0,0,0,0,1.159,1.740,1.214,1.283,24.688,24.578,24.516,24.688,43.850,42.350,45.850,44.850,185.0815,29.1123,4.8584,34699.6133,1377.6843,-8.2151,0.4547,0,0,-0.4798967,-0.92729515,-10.401634
33.60,2000,1001,-1.0000,1239,1245,1241,1244,0,0,0,0,1.644,0.894,1.700,0.628,24.719,24.641,24.531,24.656,43.600,42.350,45.850,44.850,185.3587,28.2566,4.8448,34697.6406,1377.7639,-8.3080,0.4445,0,0,0.119713634,-0.8802777,-9.77385
33.80,2000,1001,-1.0000,1240,1241,1239,1246,0,0,0,0,1.479,1.721,1.337,0.688,24.703,24.594,24.531,24.641,43.600,42.600,45.850,44.850,185.6768,27.2751,4.8418,34695.8047,1377.8066,-8.3749,0.4414,0,0,-0.07530822,-0.8186138,-9.781649
34.00,2000,1001,-1.0000,1241,1242,1242,1245,0,0,0,0,1.260,1.543,1.920,1.277,24.703,24.594,24.500,24.641,43.600,42.350,45.850,44.850,185.9551,26.4163,4.8418,34693.9375,1377.8698,-8.4415,0.4461,0,0,0.009815344,-0.7945882,-9.863587
34.20,1738,1001,-1.0000,1165,1123,1125,1155,0,0,0,0,-2.984,-1.822,-2.529,-2.906,24.984,24.828,24.766,24.922,43.850,42.350,45.850,45.100,186.2524,25.4997,4.4538,34692.0625,1377.9304,-8.5010,0.4468,0,0,-0.92044723,-0.2640252,-10.665611
34.40,1500,1007,-0.9877,557,515,516,545,0,0,0,0,-1.219,-0.511,-2.104,-1.124,24.828,24.688,24.641,24.750,43.600,42.350,45.850,44.850,186.4521,24.8844,2.0797,34690.1836,1377.9967,-8.5687,0.4497,0,0,-0.03505109,-0.77498215,-9.736622
34.60,1500,1004,-0.9938,-33,-28,53,7,0,0,0,0,0.198,-0.906,-0.383,-0.342,24.797,24.766,24.609,24.734,43.850,42.350,45.850,44.850,186.5064,24.7173,-0.0010,34688.3633,1378.0278,-8.5892,0.4764,0,0,0.2572098,-0.09140809,-10.42643
34.80,1500,1003,-0.9959,0,0,0,0,0,0,0,0,0.061,-0.161,0.097,0.128,24.812,24.703,24.625,24.734,43.850,42.100,45.850,44.850,186.5066,24.7166,0.0000,34686.5195,1378.1094,-8.6265,0.4906,0,0,-0.10307324,-1.0170863,-9.85276
35.00,2000,1001,-1.0000,399,438,388,411,0,0,0,0,2.342,2.457,2.084,1.860,24.672,24.578,24.500,24.594,43.850,42.350,45.850,44.850,186.5412,24.6098,1.5951,34684.6602,1378.1936,-8.6608,0.4907,0,0,-0.37027237,-1.0660472,-10.03538
35.20,2000,1001,-1.0000,969,953,956,985,0,0,0,0,3.102,3.494,3.121,3.043,24.531,24.500,24.344,24.438,43.600,42.350,45.850,44.850,186.7063,24.1008,3.7664,34682.8047,1378.2961,-8.7154,0.4937,0,0,0.13492548,-0.79094553,-9.775611
35.40,2000,1001,-1.0000,1236,1239,1238,1239,0,0,0,0,1.606,1.838,2.193,1.782,24.641,24.625,24.500,24.594,43.850,42.350,45.850,44.850,186.9972,23.2045,4.8282,34680.8789,1378.4088,-8.8101,0.4809,0,0,0.42789936,-0.3776714,-10.48315
35.60,2000,1001,-1.0000,1240,1242,1238,1245,0,0,0,0,1.327,1.252,1.462,1.261,24.703,24.609,24.500,24.641,43.850,42.350,45.850,44.850,187.2928,22.2937,4.8409,34678.9102,1378.5455,-8.8781,0.4633,0,0,-0.20231798,-0.72318137,-9.739501
35.80,2000,1001,-1.0000,1241,1243,1244,1245,0,0,0,0,1.624,1.222,1.623,1.489,24.703,24.594,24.500,24.625,43.850,42.350,45.850,44.850,187.5934,21.3679,4.8487,34676.9414,1378.5792,-8.9554,0.4625,0,0,-0.0036386482,-0.7906922,-9.7491
36.00,2000,1001,-1.0000,1240,1240,1244,1245,0,0,0,0,1.487,1.987,1.372,1.332,24.672,24.578,24.500,24.609,43.850,42.350,45.850,44.850,187.8770,20.4947,4.8467,34674.9727,1378.6082,-9.0254,0.4655,0,0,0.04762123,-0.8523105,-9.851349
36.20,2000,1001,-1.0000,1240,1245,1245,1246,0,0,0,0,1.143,1.069,1.494,1.253,24.688,24.594,24.516,24.609,43.850,42.350,45.850,44.850,188.1872,19.5401,4.8516,34672.9922,1378.6503,-9.0938,0.4679,0,0,-0.10442434,-0.77340955,-9.69265
36.40,2000,1001,-1.0000,1242,1244,1242,1247,0,0,0,0,1.681,1.728,1.634,1.329,24.703,24.594,24.531,24.656,43.850,42.350,45.850,44.850,188.4790,18.6420,4.8506,34671.0391,1378.6926,-9.1552,0.4754,0,0,-0.033069212,-0.77982503,-9.834574
36.60,1905,1001,-1.0000,1217,1202,1195,1178,0,0,0,0,-3.312,-3.508,-3.445,-3.182,25.016,24.906,24.844,24.938,43.850,42.350,45.850,45.100,188.7803,17.7152,4.7531,34669.0312,1378.7152,-9.1967,0.4825,0,0,-1.424848,-0.69215554,-8.683148
36.80,1500,1001,-1.0000,612,594,581,570,0,0,0,0,-0.896,-1.099,-0.499,-1.066,24.844,24.750,24.641,24.766,43.850,42.600,45.850,44.850,188.9970,17.0491,2.4677,34667.0156,1378.7506,-9.2901,0.4955,0,0,-0.5172707,-0.7697431,-10.183702
37.00,1500,1001,-1.0000,63,11,60,37,0,0,0,0,-2.877,-0.299,0.894,2.559,24.750,24.688,24.438,24.656,43.850,42.350,45.850,44.850,189.0757,16.8070,0.1667,34665.0312,1378.6948,-9.3495,0.5058,0,0,1.6624285,3.2410734,-11.274234
37.20,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.134,0.334,-0.071,0.142,24.797,24.703,24.625,24.734,43.600,42.350,45.850,44.850,189.0759,16.8065,0.0000,34663.0508,1378.6587,-9.3650,0.5669,0,0,0.32676187,-0.7399947,-9.952236
37.40,1962,1001,-1.0000,370,391,345,369,0,0,0,0,1.809,1.942,1.951,1.569,24.688,24.562,24.516,24.625,43.850,42.350,45.850,44.850,189.1038,16.7207,1.4381,34661.0977,1378.6384,-9.3752,0.6016,0,0,-0.1943441,-0.93648875,-10.178088
37.60,2000,1001,-1.0000,947,962,973,940,0,0,0,0,3.455,3.508,3.426,2.881,24.500,24.422,24.328,24.469,43.600,42.100,45.850,44.850,189.2760,16.1913,3.7264,34659.1562,1378.6578,-9.4036,0.6403,0,0,0.2783917,-0.92486304,-9.717669
37.80,1868,1001,-1.0000,1217,1198,1194,1227,0,0,0,0,-3.197,-3.068,-3.115,-3.295,25.047,24.891,24.828,24.953,43.850,42.350,45.850,44.850,189.5491,15.3528,4.7902,34657.1719,1378.7812,-9.4493,0.6393,0,0,0.08665893,-1.0200038,-9.689442
38.00,1500,1016,-0.9691,673,653,642,630,0,0,0,0,-1.126,-0.938,-0.931,-1.128,24.844,24.750,24.656,24.766,43.850,42.350,45.850,44.850,189.7732,14.6649,2.5331,34655.1250,1378.9568,-9.5331,0.6294,0,0,-0.16931607,-0.8426948,-9.859042
38.20,1500,1009,-0.9835,29,31,0,23,0,0,0,0,0.185,3.143,5.617,1.844,24.734,24.562,24.531,24.562,43.600,42.100,45.850,44.850,189.8540,14.4170,0.2525,34653.1133,1378.9415,-9.5457,0.6549,0,0,-0.322398,-0.057816043,-10.41936
38.40,1558,1001,-1.0000,83,104,78,95,0,0,0,0,3.490,3.080,1.721,1.307,24.750,24.594,24.594,24.688,43.850,42.350,45.850,44.850,189.8596,14.3998,0.3510,34651.1211,1378.8308,-9.5901,0.6716,0,0,0.14020222,-0.5225035,-10.763787
38.60,1627,1001,-1.0000,312,307,312,305,0,0,0,0,-0.878,-0.264,-0.778,0.006,24.828,24.688,24.609,24.719,43.850,42.350,45.850,44.850,189.9094,14.2469,1.2080,34649.1758,1378.6556,-9.5877,0.6855,0,0,-1.564975,-0.5586293,-9.545228
38.80,1629,1001,-1.0000,334,332,315,336,0,0,0,0,1.188,0.385,0.229,0.545,24.766,24.656,24.625,24.688,43.600,42.350,45.850,44.850,189.9964,13.9795,1.2841,34647.1016,1378.6500,-9.6495,0.7023,0,0,0.80963784,-0.29393375,-10.755184
39.00,1545,1001,-1.0000,89,100,128,90,0,0,0,0,0.145,0.937,2.303,0.532,24.797,24.656,24.609,24.734,43.850,42.350,45.850,44.850,190.0424,13.8380,0.3968,34645.0820,1378.6106,-9.6788,0.7191,0,0,-0.67610866,-1.0109404,-10.480436
39.20,1760,1001,-1.0000,583,588,557,570,0,0,0,0,2.664,2.176,2.527,2.236,24.609,24.547,24.438,24.547,43.600,42.350,45.850,44.850,190.1123,13.6240,2.1313,34643.1523,1378.6138,-9.7234,0.7348,0,0,0.009102838,-0.6824123,-9.849618
39.40,1868,1001,-1.0000,633,639,655,682,0,0,0,0,5.441,4.777,4.805,4.094,24.344,24.266,24.234,24.344,43.600,42.350,45.600,44.850,190.2652,13.1553,2.5438,34641.0078,1378.6829,-9.7707,0.7614,0,0,0.8823173,-0.39967653,-8.413675
39.60,2000,1001,-1.0000,1223,1225,1245,1261,0,0,0,0,1.254,1.430,-0.278,-1.327,24.641,24.531,24.625,24.797,44.100,42.350,45.850,44.850,190.4874,12.4739,4.7463,34638.9453,1378.7042,-9.8076,0.7658,0,0,1.1750386,-0.7996614,-9.951896
39.80,2000,1001,-1.0000,1242,1243,1242,1246,0,0,0,0,1.763,1.022,1.280,0.618,24.703,24.578,24.531,24.656,43.850,42.350,45.850,44.850,190.7952,11.5309,4.8467,34636.9141,1378.9318,-9.9033,0.7623,0,0,0.21277969,-0.92353356,-10.067584
40.00,2000,1001,-1.0000,1244,1237,1244,1247,0,0,0,0,1.916,2.258,1.208,0.581,24.719,24.656,24.516,24.641,43.850,42.350,45.850,44.850,191.0975,10.6049,4.8477,34634.7656,1379.0884,-9.9986,0.7605,0,0,-0.051153824,-0.74845797,-9.719911
40.20,2000,1001,-1.0000,1242,1242,1246,1246,0,0,0,0,1.435,1.733,1.479,1.693,24.703,24.594,24.531,24.641,43.850,42.350,45.850,44.850,191.4227,9.6090,4.8516,34632.6367,1379.2030,-10.0631,0.7616,0,0,-0.03394111,-0.69875616,-9.922313
40.40,1500,1001,-1.0000,816,862,843,823,0,0,0,0,-0.474,-0.703,-0.607,-1.117,24.844,24.750,24.656,24.781,43.850,42.600,45.850,44.850,191.6727,8.8439,3.2604,34630.4883,1379.2914,-10.1370,0.7669,0,0,0.29723787,-0.60615414,-9.224417
40.60,1500,1001,-1.0000,289,277,140,301,0,0,0,0,-0.552,-0.762,11.914,-1.318,24.812,24.484,24.312,24.734,43.850,42.350,45.850,44.850,191.8018,8.4487,0.9818,34628.3398,1379.2943,-10.1884,0.7787,0,0,-0.8391885,-1.3756466,-8.8239355
40.80,1500,1001,-1.0000,0,0,0,0,0,0,0,0,-0.021,-0.154,-0.053,0.019,24.797,24.750,24.609,24.734,43.850,42.600,45.850,44.850,191.8158,8.4058,0.0000,34626.1875,1379.2363,-10.2240,0.8063,0,0,-0.20285426,-0.69662005,-9.480618
41.00,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.112,0.657,-0.056,-0.258,24.797,24.734,24.625,24.734,43.850,42.350,45.850,44.850,191.8157,8.4060,0.0000,34623.9062,1379.1249,-10.2789,0.8243,0,0,0.05794313,-0.888981,-10.050836
41.20,1001,1001,-1.0000,-487,-450,-470,-495,0,0,0,0,2.609,2.316,2.363,2.443,24.641,24.578,24.469,24.547,43.850,42.100,45.850,44.850,191.7675,8.5534,-1.8544,34621.7383,1378.9780,-10.3102,0.8566,0,0,0.24380475,-1.1306841,-9.526842
41.40,1001,1001,-1.0000,-1003,-1018,-1037,-1013,0,0,0,0,3.738,3.367,4.102,2.586,24.516,24.469,24.297,24.438,43.850,42.350,45.850,44.850,191.5877,9.1028,-3.9692,34619.5820,1378.9131,-10.3718,0.8820,0,0,-0.06352201,-0.941641,-9.688236
41.60,1001,1001,-1.0000,-1235,-1241,-1234,-1239,0,0,0,0,2.020,1.156,1.954,1.152,24.672,24.547,24.484,24.609,43.850,42.350,45.850,44.850,191.2840,10.0311,-4.8253,34617.3672,1379.0787,-10.4431,0.8711,0,0,-0.20054156,-0.66355616,-10.010711
41.80,1001,1001,-1.0000,-1243,-1238,-1241,-1244,0,0,0,0,1.590,1.420,1.484,0.984,24.703,24.656,24.500,24.641,43.850,42.600,45.850,44.850,190.9813,10.9557,-4.8418,34615.1406,1379.2424,-10.5364,0.8782,0,0,0.17583798,-0.83305603,-9.873512
42.00,1001,1001,-1.0000,-1242,-1244,-1240,-1245,0,0,0,0,1.477,1.649,1.233,1.154,24.703,24.656,24.531,24.641,43.850,42.350,45.850,44.850,190.6866,11.8560,-4.8467,34612.9062,1379.3420,-10.6054,0.8865,0,0,0.22570334,-0.80739474,-9.826973
42.20,1253,1001,-1.0000,-1166,-1207,-1196,-1156,0,0,0,0,-2.873,-2.969,-3.318,-2.893,25.000,24.906,24.844,24.922,43.850,42.600,45.850,45.100,190.3814,12.7884,-4.6069,34610.6680,1379.4076,-10.6978,0.9021,0,0,1.3248259,-0.94464535,-10.623835
42.40,1500,1001,-1.0000,-561,-607,-588,-605,0,0,0,0,-1.347,-1.314,-0.962,-1.599,24.828,24.719,24.641,24.766,43.850,42.600,45.850,44.850,190.1825,13.3964,-2.3585,34608.4258,1379.4551,-10.7334,0.8997,0,0,0.46963584,-0.6636831,-9.47924
42.60,1500,1001,-1.0000,-14,-11,-70,0,0,0,0,0,0.069,1.258,-0.151,-0.702,24.797,24.578,24.609,24.641,43.850,42.350,45.850,44.850,190.1089,13.6212,-0.0926,34606.1836,1379.4375,-10.7523,0.9161,0,0,-0.08241605,-1.3732133,-9.275905
42.80,1500,1001,-1.0000,0,0,0,0,0,0,0,0,0.085,0.207,0.061,-0.101,24.812,24.719,24.625,24.734,43.850,42.350,45.850,44.850,190.1091,13.6207,0.0000,34603.9648,1379.4398,-10.7757,0.9420,0,0,-0.08272346,-0.7627751,-10.191122
43.00,1663,1001,-1.0000,255,261,273,263,0,0,0,0,2.389,2.750,3.018,2.410,24.719,24.594,24.500,24.625,43.850,42.100,45.850,44.850,190.1292,13.5592,1.0257,34601.7500,1379.3545,-10.7998,0.9565,0,0,-0.96811706,-0.7282459,-10.180258
43.20,1883,1001,-1.0000,825,838,802,838,0,0,0,0,3.074,2.561,2.770,2.365,24.578,24.453,24.375,24.500,43.600,42.350,45.600,44.850,190.2625,13.1524,3.2204,34599.5352,1379.2201,-10.8210,0.9876,0,0,0.10022925,-0.7776388,-9.726158
43.40,2000,1001,-1.0000,1195,1203,1181,1206,0,0,0,0,3.266,1.544,3.141,2.467,24.469,24.469,24.312,24.469,44.100,42.350,45.850,44.850,190.5271,12.3453,4.6654,34597.3203,1379.3755,-10.8825,1.0022,0,0,0.16607505,-0.49142224,-10.199086
43.60,1993,1001,-1.0000,1237,1242,1237,1243,0,0,0,0,1.576,1.246,1.465,0.959,24.703,24.656,24.516,24.641,43.850,42.600,45.850,44.850,190.8025,11.5056,4.8350,34595.0742,1379.6729,-10.9306,1.0021,0,0,0.47403046,-0.80450743,-9.519453
43.80,1838,1001,-1.0000,903,895,920,895,0,0,0,0,-0.794,0.489,-0.655,-0.351,24.859,24.734,24.641,24.766,43.850,42.600,45.850,44.850,191.0732,10.6804,3.5227,34593.0547,1379.8252,-10.9763,0.9989,0,0,-0.0004493938,-0.5056044,-9.728026
44.00,1721,1001,-1.0000,641,631,648,636,0,0,0,0,0.454,-1.520,-0.290,-2.219,24.797,24.734,24.594,24.781,43.850,42.350,45.850,44.850,191.2630,10.1020,2.4921,34590.5273,1379.8514,-11.0510,1.0194,0,0,0.008884677,-0.89603907,-9.477141
