t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
1.4716,0.1669,-1,7.94140625,97,12.4921875,31,13.0625,88,14.1328125
1.4766,0.1669,-1,7.94140625,98,11.234375,31,13.0625,88,14.1328125
1.4795,0.1507,-1,7.94140625,98,11.234375,31,13.0625,88,14.1328125
1.4851,0.1507,10,12.1484375,98,11.234375,15,12.0859375,87,13.3515625
1.4889,0.1676,10,12.1484375,98,11.234375,15,12.0859375,87,13.3515625
1.4909,0.1676,10,12.1484375,98,11.234375,15,12.0859375,87,13.3515625
1.4974,0.1676,10,12.1484375,99,12.96875,15,12.0859375,87,13.3515625
1.5009,0.1625,10,12.1484375,99,12.96875,15,12.0859375,87,13.3515625
1.5064,0.1625,1,11.625,99,12.96875,43,16.75,86,14.453125
1.5089,0.192,1,11.625,99,12.96875,43,16.75,86,14.453125
1.5117,0.192,1,11.625,99,12.96875,43,16.75,86,14.453125
1.5203,0.1763,1,11.625,99,12.96875,43,16.75,86,14.453125
1.5209,0.1763,1,11.625,96,12.9765625,43,16.75,86,14.453125
1.5262,0.1763,1,11.625,96,12.9765625,9,10.6015625,85,14.3046875
1.5291,0.179,1,11.625,96,12.9765625,9,10.6015625,85,14.3046875
1.5312,0.179,1,11.625,96,12.9765625,9,10.6015625,85,14.3046875
1.5374,0.179,15,12.328125,111,10.7734375,9,10.6015625,85,14.3046875
1.5405,0.2703,15,12.328125,111,10.7734375,9,10.6015625,85,14.3046875
1.5451,0.2703,3,9.8125,111,10.7734375,24,13.515625,87,13.6640625
1.5491,0.2552,3,9.8125,111,10.7734375,24,13.515625,87,13.6640625
1.5543,0.2552,3,9.8125,111,10.7734375,24,13.515625,87,13.6640625
1.558,0.2552,3,9.8125,112,9.1640625,24,13.515625,88,11.8515625
1.5623,0.1948,3,9.8125,112,9.1640625,24,13.515625,88,11.8515625
1.5694,0.1948,1,11.890625,112,9.1640625,31,14.6328125,88,11.8515625
1.5714,0.2065,1,11.890625,112,9.1640625,31,14.6328125,88,11.8515625
1.5736,0.2065,1,11.890625,112,9.1640625,31,14.6328125,88,11.8515625
1.5779,0.2065,1,11.890625,107,13.5078125,31,14.6328125,88,11.8515625
1.5828,0.1628,1,11.890625,107,13.5078125,31,14.6328125,88,11.8515625
